source,destination,flow
South Carolina,Michigan,667651
South Carolina,Minnesota,260853
South Carolina,Mississippi,65267
South Carolina,Missouri,371207
South Carolina,Montana,50511
South Carolina,Nebraska,81322
South Carolina,Nevada,288726
South Carolina,New Hampshire,58621
South Carolina,New Jersey,187872
South Carolina,New Mexico,47222
South Carolina,New York,2736313
South Carolina,North Carolina,396635
South Carolina,North Dakota,21636
South Carolina,Ohio,926621
South Carolina,Oklahoma,126403
South Carolina,Oregon,114120
South Carolina,Pennsylvania,1441716
South Carolina,Rhode Island,114492
South Carolina,South Carolina,87090
South Carolina,South Dakota,28023
South Carolina,Tennessee,440264
South Carolina,Texas,1428767
South Carolina,Utah,132923
South Carolina,Vermont,41777
South Carolina,Virginia,277297
South Carolina,Washington,312431
South Carolina,West Virginia,94653
South Carolina,Wisconsin,205945
South Carolina,Wyoming,21563
South Dakota,Alabama,19542
South Dakota,Alaska,18261
South Dakota,Arizona,401770
South Dakota,Arkansas,14101
South Dakota,California,297357
South Dakota,Colorado,343028
South Dakota,Connecticut,13313
South Dakota,District of Columbia,81766
South Dakota,Florida,421876
South Dakota,Georgia,73765
South Dakota,Hawaii,30883
South Dakota,Idaho,28963
South Dakota,Illinois,172957
South Dakota,Indiana,38100
South Dakota,Iowa,18550
South Dakota,Kansas,9298
South Dakota,Kentucky,19604
South Dakota,Louisiana,31051
South Dakota,Maine,5868
South Dakota,Maryland,27122
South Dakota,Massachusetts,36116
South Dakota,Michigan,64888
South Dakota,Minnesota,250533
South Dakota,Mississippi,5400
South Dakota,Missouri,64047
South Dakota,Montana,44989
South Dakota,Nebraska,25273
South Dakota,Nevada,236165
South Dakota,New Hampshire,2095
South Dakota,New Mexico,18323
South Dakota,New York,105835
South Dakota,North Carolina,79849
South Dakota,North Dakota,26643
South Dakota,Ohio,70805
South Dakota,Oklahoma,32604
South Dakota,Oregon,62029
South Dakota,Pennsylvania,68507
South Dakota,Rhode Island,3704
South Dakota,South Carolina,32036
South Dakota,South Dakota,23988
South Dakota,Tennessee,82367
South Dakota,Texas,281533
South Dakota,Utah,53101
South Dakota,Vermont,2894
South Dakota,Virginia,31159
South Dakota,Washington,87106
South Dakota,West Virginia,2505
South Dakota,Wisconsin,57687
South Dakota,Wyoming,14533
Tennessee,Alabama,98978
Tennessee,Alaska,76059
Tennessee,Arizona,947032
Tennessee,Arkansas,140506
Tennessee,California,3641300
Tennessee,Colorado,1740456
Tennessee,Connecticut,212323
Tennessee,District of Columbia,1074471
Tennessee,Florida,7129017
Tennessee,Georgia,1260067
Tennessee,Hawaii,182408
Tennessee,Idaho,100413
Tennessee,Illinois,1923876
Tennessee,Indiana,192933
Tennessee,Iowa,185317
Tennessee,Kansas,64351
Tennessee,Kentucky,118709
Tennessee,Louisiana,693742
Tennessee,Maine,115058
Tennessee,Maryland,908031
Tennessee,Massachusetts,944431
Tennessee,Michigan,1143984
Tennessee,Minnesota,740203
Tennessee,Mississippi,125880
Tennessee,Missouri,782006
Tennessee,Montana,176151
Tennessee,Nebraska,151292
Tennessee,Nevada,1277101
Tennessee,New Hampshire,61618
Tennessee,New Jersey,219
Tennessee,New Mexico,127167
Tennessee,New York,2872052
Tennessee,North Carolina,1532149
Tennessee,North Dakota,90406
Tennessee,Ohio,869283
Tennessee,Oklahoma,247666
Tennessee,Oregon,312210
Tennessee,Pennsylvania,1471745
Tennessee,Rhode Island,177373
Tennessee,South Carolina,451183
Tennessee,South Dakota,81082
Tennessee,Tennessee,154137
Tennessee,Texas,4181636
Tennessee,Utah,344235
Tennessee,Vermont,44343
Tennessee,Virginia,491534
Tennessee,Washington,710418
Tennessee,West Virginia,30323
Tennessee,Wisconsin,412729
Tennessee,Wyoming,67925
Texas,Alabama,1460588
Texas,Alaska,381127
Texas,Arizona,5369378
Texas,Arkansas,1170262
Texas,California,22810402
Texas,Colorado,9148774
Texas,Connecticut,504873
Texas,District of Columbia,3924839
Texas,Florida,18266968
Texas,Georgia,6623788
Texas,Hawaii,1165458
Texas,Idaho,466767
Texas,Illinois,8129930
Texas,Indiana,1509111
Texas,Iowa,607670
Texas,Kansas,468782
Texas,Kentucky,851140
Texas,Louisiana,4118074
Texas,Maine,212064
Texas,Maryland,3295798
Texas,Massachusetts,2819660
Texas,Michigan,3206154
Texas,Minnesota,2571463
Texas,Mississippi,551324
Texas,Missouri,4400931
Texas,Montana,571999
Texas,Nebraska,799574
Texas,Nevada,8290958
Texas,New Hampshire,132532
Texas,New Jersey,8279
Texas,New Mexico,1569784
Texas,New York,10109519
Texas,North Carolina,3867366
Texas,North Dakota,338572
Texas,Ohio,3245105
Texas,Oklahoma,2370312
Texas,Oregon,1745480
Texas,Pennsylvania,4069194
Texas,Rhode Island,222127
Texas,South Carolina,1450506
Texas,South Dakota,286372
Texas,Tennessee,4179643
Texas,Texas,25137786
Texas,Utah,2089136
Texas,Vermont,88766
Texas,Virginia,1344645
Texas,Washington,3818523
Texas,West Virginia,110454
Texas,Wisconsin,1235070
Texas,Wyoming,276390
Utah,Alabama,113980
Utah,Alaska,141705
Utah,Arizona,2114001
Utah,Arkansas,70777
Utah,California,6072425
Utah,Colorado,1981810
Utah,Connecticut,65647
Utah,District of Columbia,449534
Utah,Florida,1767894
Utah,Georgia,754052
Utah,Hawaii,590459
Utah,Idaho,379259
Utah,Illinois,861692
Utah,Indiana,164050
Utah,Iowa,89697
Utah,Kansas,44098
Utah,Kentucky,76201
Utah,Louisiana,211929
Utah,Maine,29886
Utah,Maryland,333052
Utah,Massachusetts,487874
Utah,Michigan,384632
Utah,Minnesota,398715
Utah,Mississippi,32295
Utah,Missouri,482269
Utah,Montana,429875
Utah,Nebraska,121255
Utah,Nevada,1348808
Utah,New Hampshire,21215
Utah,New Jersey,126
Utah,New Mexico,153558
Utah,New York,1363117
Utah,North Carolina,442196
Utah,North Dakota,59691
Utah,Ohio,424283
Utah,Oklahoma,194169
Utah,Oregon,724542
Utah,Pennsylvania,446752
Utah,Rhode Island,23113
Utah,South Carolina,137515
Utah,South Dakota,52104
Utah,Tennessee,346729
Utah,Texas,2117085
Utah,Utah,317294
Utah,Vermont,25282
Utah,Virginia,149645
Utah,Washington,1181335
Utah,West Virginia,10790
Utah,Wisconsin,182108
Utah,Wyoming,150897
Vermont,Alabama,11025
Vermont,Alaska,4493
Vermont,Arizona,39632
Vermont,Arkansas,6231
Vermont,California,143665
Vermont,Colorado,85251
Vermont,Connecticut,7628
Vermont,District of Columbia,167607
Vermont,Florida,339952
Vermont,Georgia,61129
Vermont,Hawaii,8305
Vermont,Idaho,3969
Vermont,Illinois,96829
Vermont,Indiana,19308
Vermont,Iowa,9030
Vermont,Kansas,2445
Vermont,Kentucky,12384
Vermont,Louisiana,21025
Vermont,Maine,22498
Vermont,Maryland,28159
Vermont,Massachusetts,159324
Vermont,Michigan,63568
Vermont,Minnesota,26237
Vermont,Mississippi,3575
Vermont,Missouri,27917
Vermont,Montana,11231
Vermont,Nebraska,6557
Vermont,Nevada,34199
Vermont,New Hampshire,27
Vermont,New Jersey,39913
Vermont,New Mexico,6532
Vermont,New York,378333
Vermont,North Carolina,108069
Vermont,North Dakota,2674
Vermont,Ohio,53212
Vermont,Oklahoma,7095
Vermont,Oregon,22585
Vermont,Pennsylvania,96659
Vermont,Rhode Island,17390
Vermont,South Carolina,39817
Vermont,South Dakota,3523
Vermont,Tennessee,42942
Vermont,Texas,93352
Vermont,Utah,23804
Vermont,Virginia,34990
Vermont,Washington,34762
Vermont,West Virginia,2992
Vermont,Wisconsin,27301
Vermont,Wyoming,4296
Virginia,Alabama,193638
Virginia,Alaska,35590
Virginia,Arizona,315844
Virginia,Arkansas,98326
Virginia,California,1382578
Virginia,Colorado,486708
Virginia,Connecticut,115839
Virginia,Delaware,7204
Virginia,District of Columbia,213737
Virginia,Florida,3463549
Virginia,Georgia,1211918
Virginia,Hawaii,126433
Virginia,Idaho,36206
Virginia,Illinois,837383
Virginia,Indiana,217092
Virginia,Iowa,68013
Virginia,Kansas,39524
Virginia,Kentucky,132218
Virginia,Louisiana,315310
Virginia,Maine,98332
Virginia,Maryland,330290
Virginia,Massachusetts,675549
Virginia,Michigan,383463
Virginia,Minnesota,224957
Virginia,Mississippi,90042
Virginia,Missouri,373277
Virginia,Montana,51997
Virginia,Nebraska,76734
Virginia,Nevada,435210
Virginia,New Hampshire,50786
Virginia,New Jersey,47490
Virginia,New Mexico,56631
Virginia,New York,1390965
Virginia,North Carolina,459692
Virginia,North Dakota,22248
Virginia,Ohio,442262
Virginia,Oklahoma,122349
Virginia,Oregon,118400
Virginia,Pennsylvania,418807
Virginia,Rhode Island,119635
Virginia,South Carolina,276224
Virginia,South Dakota,28178
Virginia,Tennessee,497056
Virginia,Texas,1348183
Virginia,Utah,149326
Virginia,Vermont,34378
Virginia,Virginia,43754
Virginia,Washington,309515
Virginia,West Virginia,21288
Virginia,Wisconsin,183394
Virginia,Wyoming,23694
Washington,Alabama,148092
Washington,Alaska,2738459
Washington,Arizona,3768265
Washington,Arkansas,126976
Washington,California,17747337
Washington,Colorado,2600264
Washington,Connecticut,112552
Washington,District of Columbia,1095114
Washington,Florida,2700241
Washington,Georgia,1018825
Washington,Hawaii,2479552
Washington,Idaho,1243820
Washington,Illinois,1937109
Washington,Indiana,358382
Washington,Iowa,149106
Washington,Kansas,139450
Washington,Kentucky,131445
Washington,Louisiana,478636
Washington,Maine,51000
Washington,Maryland,469947
Washington,Massachusetts,1013923
Washington,Michigan,721205
Washington,Minnesota,1101168
Washington,Mississippi,54506
Washington,Missouri,1003757
Washington,Montana,756384
Washington,Nebraska,272966
Washington,Nevada,4268302
Washington,New Hampshire,20902
Washington,New Jersey,75
Washington,New Mexico,302464
Washington,New York,2332958
Washington,North Carolina,776544
Washington,North Dakota,108395
Washington,Ohio,697699
Washington,Oklahoma,341924
Washington,Oregon,2356545
Washington,Pennsylvania,849658
Washington,Rhode Island,48504
Washington,South Carolina,305803
Washington,South Dakota,86773
Washington,Tennessee,720933
Washington,Texas,3810888
Washington,Utah,1173803
Washington,Vermont,31203
Washington,Virginia,288374
Washington,Washington,3784756
Washington,West Virginia,15889
Washington,Wisconsin,407050
Washington,Wyoming,70675
West Virginia,Alabama,24235
West Virginia,Alaska,2848
West Virginia,Arizona,23509
West Virginia,Arkansas,8288
West Virginia,California,71968
West Virginia,Colorado,31203
West Virginia,Connecticut,21429
West Virginia,District of Columbia,100423
West Virginia,Florida,547222
West Virginia,Georgia,95731
West Virginia,Hawaii,6328
West Virginia,Idaho,2465
West Virginia,Illinois,115611
West Virginia,Indiana,10351
West Virginia,Iowa,5495
West Virginia,Kansas,2370
West Virginia,Kentucky,2244
West Virginia,Louisiana,33103
West Virginia,Maine,5969
West Virginia,Maryland,35096
West Virginia,Massachusetts,24756
West Virginia,Michigan,71073
West Virginia,Minnesota,14915
West Virginia,Mississippi,7750
West Virginia,Missouri,32308
West Virginia,Montana,4033
West Virginia,Nebraska,5792
West Virginia,Nevada,22784
West Virginia,New Hampshire,3374
West Virginia,New Jersey,24542
West Virginia,New Mexico,3638
West Virginia,New York,107153
West Virginia,North Carolina,99899
West Virginia,North Dakota,2390
West Virginia,Ohio,12186
West Virginia,Oklahoma,15217
West Virginia,Oregon,7821
West Virginia,Pennsylvania,64656
West Virginia,Rhode Island,7201
West Virginia,South Carolina,95487
West Virginia,South Dakota,2690
West Virginia,Tennessee,28222
West Virginia,Texas,116821
West Virginia,Utah,11156
West Virginia,Vermont,2774
West Virginia,Virginia,22556
West Virginia,Washington,16840
West Virginia,West Virginia,76816
West Virginia,Wisconsin,17010
West Virginia,Wyoming,1903
Wisconsin,Alabama,85434
Wisconsin,Alaska,43283
Wisconsin,Arizona,1039107
Wisconsin,Arkansas,75651
Wisconsin,California,1529944
Wisconsin,Colorado,960145
Wisconsin,Connecticut,87328
Wisconsin,District of Columbia,468956
Wisconsin,Florida,3566335
Wisconsin,Georgia,761136
Wisconsin,Hawaii,115034
Wisconsin,Idaho,61785
Wisconsin,Illinois,535897
Wisconsin,Indiana,142574
Wisconsin,Iowa,87847
Wisconsin,Kansas,41336
Wisconsin,Kentucky,88671
Wisconsin,Louisiana,181474
Wisconsin,Maine,56522
Wisconsin,Maryland,336399
Wisconsin,Massachusetts,352922
Wisconsin,Michigan,644083
Wisconsin,Minnesota,670990
Wisconsin,Mississippi,40999
Wisconsin,Missouri,443368
Wisconsin,Montana,106838
Wisconsin,Nebraska,96989
Wisconsin,Nevada,958320
Wisconsin,New Hampshire,27626
Wisconsin,New Jersey,35
Wisconsin,New Mexico,69877
Wisconsin,New York,1107275
Wisconsin,North Carolina,494619
Wisconsin,North Dakota,63586
Wisconsin,Ohio,464859
Wisconsin,Oklahoma,100415
Wisconsin,Oregon,217173
Wisconsin,Pennsylvania,519658
Wisconsin,Rhode Island,39006
Wisconsin,South Carolina,203254
Wisconsin,South Dakota,56173
Wisconsin,Tennessee,404173
Wisconsin,Texas,1210080
Wisconsin,Utah,190599
Wisconsin,Vermont,26881
Wisconsin,Virginia,181242
Wisconsin,Washington,417956
Wisconsin,West Virginia,18668
Wisconsin,Wisconsin,55697
Wisconsin,Wyoming,26752
Wyoming,Alabama,24878
Wyoming,Alaska,9831
Wyoming,Arizona,74994
Wyoming,Arkansas,15548
Wyoming,California,362230
Wyoming,Colorado,420293
Wyoming,Connecticut,14331
Wyoming,District of Columbia,60926
Wyoming,Florida,163380
Wyoming,Georgia,92269
Wyoming,Hawaii,15565
Wyoming,Idaho,23529
Wyoming,Illinois,140580
Wyoming,Indiana,24785
Wyoming,Iowa,16237
Wyoming,Kansas,10513
Wyoming,Kentucky,10953
Wyoming,Louisiana,40060
Wyoming,Maine,5417
Wyoming,Maryland,25261
Wyoming,Massachusetts,64210
Wyoming,Michigan,47285
Wyoming,Minnesota,56332
Wyoming,Mississippi,5606
Wyoming,Missouri,59325
Wyoming,Montana,109712
Wyoming,Nebraska,24159
Wyoming,Nevada,65956
Wyoming,New Hampshire,1535
Wyoming,New Mexico,14943
Wyoming,New York,188928
Wyoming,North Carolina,63060
Wyoming,North Dakota,13166
Wyoming,Ohio,60772
Wyoming,Oklahoma,36960
Wyoming,Oregon,47341
Wyoming,Pennsylvania,66433
Wyoming,Rhode Island,2630
Wyoming,South Carolina,22279
Wyoming,South Dakota,15233
Wyoming,Tennessee,65559
Wyoming,Texas,291833
Wyoming,Utah,146051
Wyoming,Vermont,4029
Wyoming,Virginia,23866
Wyoming,Washington,68635
Wyoming,West Virginia,1906
Wyoming,Wisconsin,26052
Wyoming,Wyoming,50733
